t0,t1,t_mean,t0_data,t1_data,cps_bgsub,cps_bgsub_err,flux_bgsub,flux_bgsub_err,mag_bgsub,mag_bgsub_err_1,mag_bgsub_err_2,cps_mcatbgsub,cps_mcatbgsub_err,flux_mcatbgsub,flux_mcatbgsub_err,mag_mcatbgsub,mag_mcatbgsub_err_1,mag_mcatbgsub_err_2,cps,cps_err,flux,flux_err,mag,mag_err_1,mag_err_2,counts,flat_counts,bg_counts,bg_flat_counts,exptime,bg,mcat_bg,responses,detxs,detys,detrad,racent,deccent,flags
934899261.995,934899361.995,934899312.01814,934899262.095,934899361.725,5.200506061456966,0.3371105163857454,1.0713042486601348e-15,6.944476637546355e-17,18.289885982737744,0.06819318796268448,0.07276503568401793,5.091134579674562,0.33921059806470855,1.0487737234129598e-15,6.987738320132996e-17,18.312963556543593,0.07003214710083938,0.07486273233218554,6.975771987585072,0.30098070592260584,1.4370090294425248e-15,6.20020254200568e-17,17.971019308345245,0.04586334662797498,0.0478864666154557,465.0,537.1644220941803,86.0,74.25847716368541,77.00429759604859,136.70310568769358,145.12517981938657,0.866034276558732,196.82115173339844,249.21437072753906,253.0176878758375,10.291545285174122,40.202859967388406,0.0
934899361.995,934899461.995,934899413.3164046,934899362.135,934899461.875,5.321467822888214,0.32205842447726085,1.096222371514972e-15,6.634403544231574e-17,18.26492139884122,0.0637977719338636,0.06778184539920673,4.945399901426938,0.329240692914153,1.0187523796939492e-15,6.782358274031551e-17,18.34449646038901,0.06997864248769758,0.07480159221720939,6.830037309337448,0.29147375395708475,1.4069876857235143e-15,6.004359331515946e-17,17.993942309904835,0.045372693162544664,0.04735181641445152,477.0,549.094689263791,76.0,65.88053904283142,80.39409806929096,121.28008323793965,151.5137245966119,0.8690894842950022,196.35694885253906,249.28392028808594,253.34922333485736,10.291864373507247,40.20290761293747,0.0
934899461.995,934899561.995,934899510.8058351,934899462.185,934899561.335,5.102391065013501,0.3296632530043364,1.0510925593927812e-15,6.79106301188933e-17,18.310565646524118,0.06797590661680886,0.07251768517662072,5.0409274994374265,0.3308192376699693,1.0384310648841098e-15,6.814876296001367e-17,18.323723871768976,0.0690126935302331,0.0736989044916605,6.925564907347938,0.293309019228312,1.4266663709136751e-15,6.042165796103227e-17,17.978861990266044,0.04503563321525661,0.04698482479937738,485.0,557.5188714216217,92.0,79.72602424230212,80.50157335614618,146.76836280969252,151.71627654264518,0.870173598008715,195.97714233398438,248.38519287109375,254.1896461127847,10.291629658219449,40.20293632334795,0.0
934899561.995,934899661.995,934899611.9147216,934899562.555,934899661.94,5.020762277014663,0.32110983283733513,1.0342770290650206e-15,6.614862556449103e-17,18.328075852770493,0.06730956860572945,0.07175979343124084,4.783973459582503,0.32564911808860375,9.854985326739957e-16,6.708371832625238e-17,18.380528095954652,0.07150015133628074,0.076542753892749,6.668610867493014,0.2875425070890376,1.3737338387035608e-15,5.923375646034174e-17,18.01991156041617,0.04583443314779956,0.04785494647041588,467.0,537.8567726327632,83.0,72.19651399784773,80.65499446888016,132.9072189505833,152.00541971086687,0.8685637058334832,196.2769317626953,247.60513305664062,254.41557342801502,10.29181442743365,40.20291408167207,0.0
934899661.995,934899761.995,934899713.9497128,934899662.035,934899761.875,5.4312628004749435,0.31403872738116523,1.1188401368978382e-15,6.469197784052003e-17,18.242747956637093,0.06103002285653503,0.06466595765649785,4.813670065876812,0.3259859483675053,9.916160335706231e-16,6.715310536370608e-17,18.37380920012939,0.07114433413769561,0.07613510017876735,6.698307473787323,0.28798061709804607,1.3798513396001884e-15,5.932400712219749e-17,18.015087302073876,0.0457035283390006,0.04771226202398182,470.0,541.0079441696624,64.0,55.590188698522624,80.76785759489307,102.3364837404621,152.21812578012452,0.8690255853805271,196.84800720214844,247.57333374023438,253.97759894290738,10.291752844841076,40.202947467419854,0.0
934899761.995,934899861.995,934899810.686722,934899762.2,934899861.975,5.512318489929916,0.3194692127265839,1.1355376089255627e-15,6.581065782167628e-17,18.22666424443143,0.06116850885378611,0.06482146218936435,4.9945841052270765,0.3293455165614106,1.0288843256767777e-15,6.784517641165058e-17,18.33375167316196,0.06933243767469222,0.07406367871571717,6.879221513137587,0.2917922238029443,1.417119631706343e-15,6.010919810340652e-17,17.98615176475932,0.045103150874080455,0.0470583191167222,482.0,555.8161484942432,69.0,59.99253700012272,80.79637316995445,110.4408067502259,152.27186729959328,0.8674570493954553,196.4888458251953,248.876220703125,253.48606774837094,10.291717543646499,40.20274031922595,0.0
934899861.995,934899961.995,934899910.6799895,934899862.3,934899961.855,5.5287034754571245,0.318405420877392,1.1389129159441676e-15,6.559151670074275e-17,18.223441755586375,0.06079471107781842,0.06440182495712676,4.9739890614288695,0.32901352985779303,1.0246417466543471e-15,6.777678715070536e-17,18.338237935364393,0.06954253370069452,0.07430348815033838,6.85862646933938,0.29140402105147634,1.4128770526839122e-15,6.002922833660413e-17,17.989407121998727,0.04517685649453185,0.04713856005229289,481.0,553.9661421348762,67.0,58.34991438728591,80.76925381653479,107.41688784932178,152.22075715166022,0.8685748357392364,195.79759216308594,249.38116455078125,253.74131898150173,10.291720193333468,40.20281840810098,0.0
934899961.995,934900061.995,934900012.552898,934899962.16,934900061.97,5.785690115374448,0.31812106765415354,1.1918521637671363e-15,6.553293993675563e-17,18.174112077768722,0.05811480419333037,0.061402231546679786,5.093639051852398,0.3313193010511107,1.049289644681594e-15,6.82517760165288e-17,18.31242958371897,0.06842060491733903,0.07302403785991629,6.978276459762909,0.2939899995882181,1.4375249507111591e-15,6.056193991517292e-17,17.970629572541082,0.04480403070298067,0.04673279335851177,490.0,563.4186604039651,60.0,52.30467952871022,80.73894229508751,96.28816004148926,152.16363092445002,0.869909019213018,194.94671630859375,248.95245361328125,254.6806047230065,10.291664085466978,40.2028023481631,0.0
934900061.995,934900161.995,934900111.2098489,934900062.44,934900161.93,5.113906319879081,0.3157414423607156,1.0534647018950905e-15,6.504273712630741e-17,18.308118079868958,0.06504722111665728,0.06919400166940903,4.698023075456893,0.3237933398630657,9.6779275354412e-16,6.670142801179153e-17,18.400212136031524,0.07236421597874099,0.07753389259131538,6.5826604833674045,0.2854934967058789,1.3560280595736854e-15,5.881166032141106e-17,18.03399636029598,0.046096418374077075,0.04814061479248011,463.0,531.631214062301,74.0,64.43558629947951,80.76236278714187,118.62005659676909,152.20777005988734,0.8711311268502753,194.8805389404297,247.63638305664062,255.51646732340234,10.291727762762136,40.20290100219878,0.0
934900161.995,934900261.995,934900212.0964656,934900162.09,934900261.595,5.060618339011753,0.3174975840091762,1.042487377836421e-15,6.54045023058903e-17,18.319491037537837,0.06606643509433496,0.07034850874746112,4.717994657270246,0.3241069319231459,9.719068993976708e-16,6.676602797616805e-17,18.395606388129746,0.07213536731463321,0.07727122328861924,6.602632065180757,0.28586624194267113,1.3601422054272359e-15,5.888844584019025e-17,18.030707258299323,0.04601864833256286,0.048055799409596034,464.0,533.4680923126454,78.0,67.67795839773066,80.79627746121287,124.58896886854963,152.27168692331864,0.8700696788853368,195.69053649902344,246.78778076171875,255.3749028388969,10.291743318211902,40.202849670212665,0.0
934900261.995,934900361.995,934900309.5159271,934900262.015,934900361.46,5.939796532563486,0.3361863685580802,1.2235980857080781e-15,6.925439192296452e-17,18.145571078750034,0.05977545795942163,0.0632591353679608,5.376870318490156,0.34703561690032,1.107635285608972e-15,7.148933708146591e-17,18.253676094711654,0.0679073149796885,0.07243962324842457,7.261507726400667,0.30922059186397016,1.4958705916385373e-15,6.369944192397785e-17,17.927432990511242,0.04527714414529882,0.04724775826291605,480.0,551.4635260947043,63.0,54.52481683849936,75.94339176831667,100.37523099814655,143.12575701017275,0.8706925562000655,197.41552734375,247.9150390625,253.31858183870327,10.291764039304185,40.202862516756525,0.0
934900361.995,934900461.995,934900412.084943,934900362.445,934900461.775,4.829526038553613,0.30845027298206235,9.948823639420443e-16,6.354075623430484e-17,18.370238720192027,0.06721896427969298,0.07165681697011905,4.369641050212058,0.31755227725352797,9.00146056343684e-16,6.541576911422676e-17,18.47888559310878,0.07616775999014891,0.08191702865548578,6.254278458122568,0.2783688008848881,1.288381362373249e-15,5.734397298228694e-17,18.089556966617465,0.04727998756938234,0.049432975211118446,439.0,504.79298315050994,72.0,62.46592232504115,80.71162589425872,114.99408428018938,152.1121494135986,0.8698915719696657,196.8896942138672,248.76710510253906,253.2295101594655,10.291954107197578,40.20280713828985,0.0
934900461.995,934900561.995,934900512.592814,934900462.52,934900561.085,4.982968464521629,0.3190805143508462,1.0264915036914554e-15,6.573058595627433e-17,18.336279653298313,0.06738899157023326,0.07185007680493172,4.70790863763995,0.32438660980368156,9.698291793538298e-16,6.68236416195584e-17,18.397929934321837,0.07234521800528881,0.07751208245608865,6.592546045550461,0.28606433386410784,1.3580644853833949e-15,5.892925277600621e-17,18.032367070499706,0.0461188472264773,0.04816507787862534,462.0,531.1031971463972,81.0,70.43772423787738,80.56116612258738,129.66944689245608,151.82858729952113,0.8701653519450101,196.04112243652344,249.5017852783203,253.47373901721264,10.291881378771109,40.20268103848013,0.0
934900561.995,934900661.995,934900611.6396726,934900562.055,934900661.82,4.782955546693442,0.31231010414063687,9.85288842618849e-16,6.433588145297119e-17,18.380759138723,0.06867621786359734,0.07331529063771569,4.429292486537607,0.31927226615086246,9.12434252226747e-16,6.577008682707766e-17,18.464164100769707,0.07557001210719605,0.08122600294596793,6.313929894448117,0.28018319895950405,1.300669558256312e-15,5.771773898565783e-17,18.079250611313558,0.047141589586203736,0.049281703746235195,443.0,507.82646723696223,77.0,66.88845244006292,80.4295384533011,123.1355601737522,151.58051687006812,0.8726285888033403,194.68429565429688,248.71617126464844,255.0320279647232,10.291953999545681,40.20274857496948,0.0
934900661.995,934900698.995,934900680.3745567,934900662.875,934900698.8,6.325048712472779,0.5593327170816055,1.3029600347693925e-15,1.1522253971881072e-16,18.077340313531877,0.09200262461490993,0.10052657064398929,5.939386558918277,0.5707843752862796,1.223513631137165e-15,1.1758158130897358e-16,18.145646020473947,0.09962699988491153,0.10970092028588141,7.824023966828787,0.5123980701373401,1.6117489371667301e-15,1.0555400244829206e-16,17.84642456968024,0.06887380208503657,0.07354052436656033,203.0,233.15534368804276,28.0,24.264833877979424,29.799927080558863,44.669353275371215,56.16205732902669,0.8709488525142532,198.98011779785156,242.91091918945312,255.11952561587316,10.291876366166349,40.20280952206406,0.0
