dstArcSec,name,ra,dec,objid,nuv_mag,nuv_magerr,nuv_flux,minPhotoObsDate,maxPhotoObsDate,fexptime,nexptime,tilename,tilenum,img,subvis,ParentImgRunID,survey
1.05581473389549,HD_111456,192.16487776851,60.3200883593038,6374434087471419611,-999,-999,-999,2/16/2007 9:15:09 PM,2/16/2007 9:16:54 PM,105,105,AIS_100,50100,1,30,6374434224908271616,AIS
0.294597765315265,HD_129333,219.751047890616,64.2915727500726,6374363789628803824,13.44603,0.006919589,15191.1,5/7/2004 1:19:45 AM,5/7/2004 1:21:12 AM,87.05,87.05,AIS_98,50098,2,96,6374363927031054336,AIS
0.70440080394782,HD_72905,129.798487683309,65.021068308391,6373519338894265908,-999,-999,-999,12/26/2006 3:46:35 AM,12/26/2006 3:48:11 AM,96,96,AIS_74,50074,1,72,6373519476331118592,AIS
2.82226528995499,HD_143761,240.26072074133,33.3027835637318,6371443391182407414,12.57717,0.00447553,33816.76,7/13/2007 6:59:29 AM,7/13/2007 7:00:41 AM,72,72,AIS_15,50015,2,7,6371443528584658944,AIS
2.41527738518579,HD_190007,300.69560440832,3.32670385981932,4463843486064450854,15.74563,0.005962747,1827.036,8/16/2011 11:12:13 PM,8/16/2011 11:26:51 PM,0,878,MISGCSS1_31348_0242,61334,3,-999,4463843623636566016,MIS
2.18287553420359,HD_190007,300.695633545051,3.32664407993564,4463843486030894795,15.7514,0.008729351,1817.362,8/16/2011 3:29:34 AM,8/16/2011 3:36:24 AM,0,410,MISGCSS1_31348_0242,61334,2,-999,4463843623636566016,MIS
2.04418050630772,HD_190007,300.695703201819,3.32664914361023,4463843485997340219,15.7415,0.008821427,1834.002,8/15/2011 2:51:17 AM,8/15/2011 2:57:57 AM,0,400,MISGCSS1_31348_0242,61334,1,-999,4463843623636566016,MIS
0.809496759094377,HD_75332,132.634022233944,33.2849637350442,3155582978619354134,-999,-999,-999,3/23/2008 7:44:18 AM,3/23/2008 8:10:58 AM,1600,1600,GI4_095011_NGC2683,24151,1,-999,3155583116056199168,GII
4.91117653012134,HD_136202,229.829244096069,1.76441964506577,3123811490656691618,-999,-999,-999,6/4/2007 10:34:35 PM,6/4/2007 10:52:09 PM,1054.65,1054.65,GI3_075006_NGC5904,23248,2,-999,3123811628059983872,GII
0.923418722890537,HD_129333,219.751402933512,64.29148880623,3080112500993168840,12.95036,0.001381331,23980.34,5/31/2007 6:50:29 AM,5/31/2007 7:11:20 AM,1251.2,1251.2,GI2_007012_S_143907p641712,22006,16,-999,3080112637925654528,GII
1.86170286873603,HD_129333,219.750141730425,64.2920224058162,3080112500959614724,12.95677,0.00135916,23839.28,5/31/2007 5:11:53 AM,5/31/2007 5:32:54 AM,1261.05,1261.05,GI2_007012_S_143907p641712,22006,15,-999,3080112637925654528,GII
0.983211966193994,HD_129333,219.75149854114,64.2915396210261,3080112500890408278,12.91898,0.001374273,24683.61,6/8/2006 3:40:29 PM,6/8/2006 4:00:52 PM,0,1223.15,GI2_007012_S_143907p641712,22006,13,-999,3080112637925654528,GII
3.75064351318457,HD_137107,230.801882481726,30.2875384465148,6387909767513248273,-999,-999,-999,7/12/2007 1:25:48 AM,7/12/2007 1:27:06 AM,78,78,AIS_483,50483,2,91,6387909904916545536,AIS
1.85534914738948,HD_30495,71.9008623402054,-16.9340635664897,6381259926557167284,-999,-999,-999,1/17/2007 10:00:34 AM,1/17/2007 10:01:38 AM,64,64,AIS_294,50294,2,96,6381260063960465408,AIS
1.24644495613976,HD_190007,300.695802634224,3.3264461724356,6379395100043122035,15.72561,0.0114298,1861.047,7/1/2004 4:21:22 PM,7/1/2004 4:25:17 PM,235,235,AIS_241,50241,1,45,6379395237478924288,AIS
1.53660479170126,HD_100563,173.591858458954,3.06032550176772,6379113588559185020,11.8404,0.002766835,66656.32,3/18/2006 1:19:15 PM,3/18/2006 1:20:58 PM,103.1,103.1,AIS_233,50233,1,11,6379113725994991616,AIS
3.5499168146053,HD_100180,172.936288743779,14.3642537640815,6379078420292177926,-999,-999,-999,2/24/2007 2:52:04 PM,2/24/2007 2:53:40 PM,96,96,AIS_232,50232,1,26,6379078557729030144,AIS
0.770232141773331,HD_100180,172.937182396909,14.3643195971469,6379078420291127038,12.19433,0.003616659,48113.54,2/24/2007 2:52:04 PM,2/24/2007 2:53:40 PM,96,96,AIS_232,50232,1,26,6379078557729030144,AIS
2.52315806729528,HD_131156A,222.847763641877,19.1006887049144,6378515470372311045,-999,-999,-999,7/10/2007 8:14:25 AM,7/10/2007 8:15:42 AM,77.05,77.05,AIS_216,50216,2,26,6378515607775608832,AIS
2.18170670107463,HD_131156A,222.847546240823,19.1009780903041,6378515470339802671,12.32943,0.00400471,42484.36,5/30/2007 9:05:42 PM,5/30/2007 9:06:55 PM,73,73,AIS_216,50216,1,26,6378515607775608832,AIS
